student-id,dosage,pre-test,post-test
233695,0.8,97,19
845887,0.94,31,55
297872,0.54,41,61
835777,0.03,23,74
511813,0.45,0,91
320414,0.35,36,78
474555,0.7,32,78
947925,0.67,13,59
158625,0.4,35,81
218929,0.75,30,35
936159,0.3,89,27
718797,0.07,41,45
161941,0.77,88,53
824489,0.55,35,49
309686,0.04,23,89
879998,0.55,4,88
156750,0.92,53,2
467471,0.47,50,50
215827,0.26,54,21
418708,0.79,21,14
984310,0.22,31,58
966568,0.45,83,91
641553,0.06,54,20
468405,0.39,61,96
982690,0.88,23,23
651822,0.35,68,31
516838,0,24,84
270853,0.44,44,67
615670,0.1,14,52
742581,0.97,59,42
799562,0.22,20,84
515046,0.88,0,10
428339,0.53,79,25
683162,0.38,17,27
784906,0.63,43,65
493595,0.3,40,26
131218,0.01,23,84
296651,0.42,93,99
879474,0.3,6,7
812194,0.96,34,14
157854,0.75,94,82
568293,0.59,63,39
797287,0.23,49,41
104927,0.13,20,43
226445,0.11,81,95
904583,0.83,76,97
375323,0.46,9,73
460019,0.94,94,13
707858,0.17,52,38
547573,0.83,64,21
448766,0.91,96,77
699298,0.46,82,12
365335,0.99,56,13
609357,0.8,95,60
897928,0.8,86,52
315554,0.17,69,78
213188,0.14,43,46
674042,0.39,93,11
808860,0.1,44,96
128563,0.5,58,76
911939,0.41,10,47
400533,0.39,4,74
769112,0.67,40,9
356482,0.29,53,34
581804,0.98,47,9
145109,0.76,53,86
711714,0.91,82,60
216494,0.7,43,30
823884,0.2,15,37
316901,0.39,17,80
324571,0.66,98,83
995089,0.65,66,46
735149,0.23,38,81
326487,0.83,18,37
493440,0.81,88,43
876598,0.35,15,96
159788,0.46,58,72
409720,0.63,19,95
378216,0.67,47,23
363095,0.54,99,80
177099,0.5,29,18
859739,0.24,66,63
780641,0.59,33,31
689582,0.51,81,70
897538,0.56,29,42
924827,0.35,10,34
603561,0.87,24,5
325309,0.08,49,8
158812,0.85,83,84
566665,0.8,16,37
959408,0.99,12,87
814888,0.64,86,35
252018,0.85,86,53
983358,0.81,64,96
932343,0.89,56,0
994864,0.26,52,33
485166,0.29,74,89
650727,0.29,100,91
911065,0.94,97,72
470076,0.77,76,46
865985,0.29,46,82
810665,0.24,40,85
432997,0.6,83,30
389147,0.38,15,3
123080,0.02,31,30
827411,0.16,6,52
101913,0.99,70,32
186730,0.87,40,79
147291,0.43,96,97
872613,0.94,17,83
906665,0.06,9,66
640257,0.71,15,21
910351,0.72,12,56
471062,0.33,17,89
613412,0.74,74,41
970071,0.38,11,12
301431,0.19,61,70
973834,0.04,29,94
799499,0.21,22,84
238437,0.95,25,21
789860,0.78,12,52
961844,0.76,45,41
143288,0.75,66,61
755271,0.11,60,85
402627,0.55,52,97
282289,0.66,36,88
902381,0.53,51,85
480056,0.58,54,14
102231,0.9,42,56
483118,0.13,41,10
717321,0.06,98,23
659919,0.11,11,58
242700,0.57,92,81
746153,0.47,84,8
109475,0.76,72,77
690329,0.11,79,18
322891,0.85,60,29
691077,0.48,24,15
766635,0.37,47,42
877715,0.25,74,94
662453,0.5,90,34
163164,0.59,55,28
363972,0.29,18,1
676406,0.47,58,46
245490,0.32,44,65
374636,0.21,12,88
479835,0.61,9,23
995605,0.73,77,25
705372,0.32,4,34
348344,0.26,89,10
263749,0.48,53,44
989847,0.62,57,46
643743,0.64,27,15
405452,0.83,94,83
874724,0.5,85,8
306963,0.03,97,85
734657,0.91,43,88
364577,0.05,3,83
353929,0.97,60,15
584434,0.25,85,79
514663,0.32,31,63
330829,0.93,13,100
267482,0.79,13,13
466386,0.36,41,23
417299,0.64,62,56
315709,0.35,25,31
807691,0.16,3,39
643975,0.95,75,30
220915,0.79,32,45
195544,0,32,76
644853,0.79,52,8
706716,0.83,95,72
863822,0.58,79,91
227177,0.7,10,5
871736,0.03,61,37
433288,0.11,4,39
141285,0.72,4,56
866994,0.25,56,39
556963,0.7,29,14
575121,0.37,4,10
329061,0.07,90,40
845794,0.17,72,77
377560,0.25,71,65
836288,0.55,69,29
295725,0,97,62
167885,0.26,83,41
103907,0.49,31,1
643949,0.75,63,37
277574,0.65,65,57
687087,0.04,52,65
253247,0.24,79,50
928257,0.91,40,11
135837,0.04,29,69
909284,0.17,71,45
407664,0.26,10,95
499180,0.94,30,76
740327,0.42,74,59
193054,0.26,38,91
811016,0.97,12,13
981011,0.68,4,25
808975,0.59,47,82
977420,0.15,3,56
690242,0.78,81,43
889170,0.79,66,47
703987,0.38,98,53
811554,0.77,51,50
111165,0.74,2,3
929738,0.13,50,88
461524,0.38,43,19
764703,0.54,4,81
135726,0.98,69,16
726898,0.43,70,73
676322,0.11,77,50
151099,0.98,80,49
850762,0.3,28,16
374821,0.14,59,53
749751,0.55,32,37
212968,0.23,37,97
840469,0.48,18,10
426612,0.38,78,98
928538,0.77,24,36
126173,0.52,32,61
477116,0.1,8,6
428951,0.76,19,78
680420,0.29,12,3
891696,0.25,66,70
473409,0.04,27,96
101958,0.7,13,53
216774,0.83,26,8
296408,0.18,70,88
338211,0.55,52,74
989570,0.91,51,4
198689,0.62,38,24
720960,0.17,63,99
314580,0.19,99,91
818296,0.49,13,9
549512,0.12,8,83
299453,0.37,46,88
169108,0.83,55,51
142078,0.69,79,65
236792,0.53,89,60
133308,0.67,78,87
967886,0.03,100,19
956921,0.99,92,36
538439,0.89,93,31
889657,0.15,73,71
125740,0.63,69,84
217095,0.92,33,56
360152,0.63,100,49
309230,0.58,22,16
721622,0.32,0,83
821492,0.79,86,62
978590,0.83,89,83
366745,0.97,54,59
655985,0.8,5,42
726375,0.45,5,40
104519,0.86,99,33
393479,0.62,95,66
364544,0.84,16,9
662582,0.84,96,47
731109,0.81,15,43
438415,0.91,18,15
435168,0.23,65,69
450321,0.63,48,96
923691,0.64,87,68
861437,0.07,93,39
456419,0.62,80,20
143573,0.49,60,3
381377,0.44,97,31
394764,0.58,95,84
162796,0.1,32,15
393601,0.44,20,69
957989,0.04,35,27
873753,0.2,86,47
401478,0.09,75,43
803341,0.54,28,71
682260,0.89,50,88
414847,1,53,99
512687,0.54,79,0
843603,0.46,80,13
272425,0.48,30,53
705775,0.58,79,96
650869,0.75,52,11
627506,0.2,62,36
286304,0.33,77,84
792820,0.91,10,64
679623,0.64,77,44
133534,0.76,57,35
660990,0.38,45,18
710485,0.58,66,58
922283,0.88,4,95
904806,0.03,89,57
397459,0.45,4,15
437931,0.3,90,82
989262,0.51,53,93
662310,0.02,82,87
281160,0.6,50,6
917671,0.8,30,18
132252,0.83,39,12
708461,0.11,45,13
299246,0.6,23,27
181077,0.45,39,60
633520,0.9,38,100
936042,0.94,78,44
505858,0.14,96,65
330566,0.9,1,44
992414,0.54,47,46
868747,0.39,61,35
741788,0.54,15,63
853413,0.33,5,29
337971,0.07,36,95
227676,0.49,77,40
401519,0.39,39,99
624759,0.3,40,98
844583,0.57,17,77
987245,0.11,90,83
699549,0.32,47,6
578341,0.07,16,7
559372,0.78,26,5
581313,0.42,98,78
485962,0.54,0,49
169305,0.89,22,92
685156,0.4,44,98
219476,0.66,3,26
807839,0.93,27,15
255127,0.81,90,99
840245,0.12,78,13
512231,0.21,18,59
461012,0.64,77,22
187164,0.92,87,61
946445,0.43,96,96
601209,0.74,70,56
186847,0.08,8,67
265981,0.73,54,0
770151,0.65,7,9
947730,0.72,65,64
168206,0.31,25,26
922082,0.7,10,56
478943,0.77,55,86
337075,0.93,52,99
843875,0.07,49,74
304645,0.45,49,34
975599,0.44,99,35
513560,0.54,88,61
261032,0.92,0,46
568018,0.03,62,93
866009,1,59,89
933546,0.93,59,49
844056,0.26,86,55
933868,0.35,40,94
802766,0.27,38,66
198687,0.65,28,64
581204,0.51,65,96
564180,0.34,33,34
465677,0.39,63,23
794275,0.83,54,53
828063,0.06,2,88
656772,0.05,31,19
406046,0.4,5,89
749436,0.26,59,18
776577,0.8,81,31
133197,0.63,63,38
302157,0.75,22,37
892524,0.41,91,62
752902,0.22,77,89
881506,0.46,89,37
727881,0.51,13,97
601369,0.45,9,67
545139,0.69,10,28
876211,0.47,6,89
605865,0.82,11,22
600106,0.28,50,94
835477,0.09,72,40
282751,0.9,77,0
738133,0.43,88,22
606574,0.4,68,89
964635,0.45,64,44
837587,0.74,79,11
273428,0.47,98,96
604201,0.01,91,56
815650,0.21,97,30
994346,0.64,28,22
466900,0.97,80,99
517822,0.8,57,99
682352,0.85,2,31
873951,0.02,63,88
987449,0.52,61,74
518681,0.71,1,55
339160,0.34,40,38
523847,0.94,23,54
947744,0.5,38,39
203601,0.24,32,51
855572,0.47,4,2
514289,0.91,50,56
938594,0.91,75,82
402297,0.87,48,55
348568,0.76,45,51
148080,0.42,0,34
191663,0,85,43
332804,0.85,72,95
836160,0.31,53,43
769486,0.56,43,81
114190,0.71,14,41
823395,0.06,55,1
759344,0.15,69,94
170389,0.79,85,46
272782,0.38,90,69
983239,0.37,9,37
207401,0.14,40,1
804227,0.62,28,92
201622,0.99,93,22
939890,0.07,91,3
966223,0.57,51,94
384514,0.68,19,96
988878,0.17,73,80
791692,0.83,20,75
833613,0.65,80,82
154951,0.08,51,22
555689,0.82,63,5
368549,0.79,57,53
769897,0.9,8,81
626487,0.62,43,57
826012,0.11,90,83
583323,0.82,96,17
341605,0.02,59,87
526812,0.34,41,25
758172,0.1,99,88
181447,0.17,34,58
484928,0.77,51,93
259496,0.92,39,81
156111,0.08,83,39
340713,0.54,21,78
418026,0.23,81,34
407472,0.73,66,61
348601,0.16,69,75
743598,0.26,40,28
665466,0.25,66,17
745848,0.5,83,39
776937,0.46,40,65
328226,0.87,4,59
497538,0.92,49,42
794056,0.8,59,96
635325,0.61,13,70
210676,0.09,36,73
610700,0.8,31,21
251768,0.72,1,48
508411,0.97,30,81
573879,0.57,3,68
942711,0.28,98,51
889870,0.77,75,56
661200,0.74,38,77
567243,0.94,70,70
975414,0.37,1,9
853281,0.27,58,26
116270,0.74,60,76
703375,0.8,100,17
153072,0.13,36,80
624097,0.52,47,11
894316,0.19,50,22
624847,0.16,70,16
547951,0.59,38,32
102096,0.14,91,31
315606,0.24,48,94
564880,0.12,72,15
439249,0.98,18,62
177279,0.78,35,91
652680,0.84,18,50
275245,0.71,63,82
723295,0.2,5,31
481939,0.64,12,98
264872,0.58,77,16
684618,0.17,99,65
292987,0.99,23,96
448505,0.86,30,38
705286,0.3,14,66
618140,0.51,63,0
731902,0.69,18,61
325560,0.73,67,78
530899,0.94,12,30
498857,0.59,82,37
299192,0.98,78,86
805511,0.08,54,98
463698,0.07,44,32
308370,0.92,95,55
508645,0.14,59,66
338854,0.05,95,62
562704,0.38,99,45
281549,0.64,0,62
489886,0.77,5,61
804329,0.58,84,9
901073,0.39,94,4
957431,0.41,71,0
240593,0.73,70,74
397736,0.46,20,51
652652,0.56,77,14
219020,0.54,43,3
844666,0.68,87,30
918871,0.56,69,8
403256,0.55,85,62
110048,0.36,31,19
834962,0.85,10,54
204837,0.56,68,49
985745,0.98,9,6
807636,0,68,83
280101,0.65,72,51
440224,0.74,46,4
140618,0.11,31,16
251465,0.68,59,92
403285,0.01,40,59
833433,0.1,1,18
493578,0.65,28,94
696849,0.78,16,37
363094,0.76,9,29
222330,0.79,100,59
410135,0.14,8,33
407759,0.69,50,79
343087,0.72,14,42
683913,0.54,11,82
966339,0.12,98,21
864651,0.72,1,75
329422,0.66,5,80
611339,0.25,8,65
767139,0.46,45,61
597397,0.36,0,57
193167,0.39,7,17
711880,0.53,10,95
213990,0.1,62,4
948791,0.62,46,52
719033,0.82,81,32
717176,0.99,81,71
121707,0.4,91,23
404414,0.57,27,37
218103,0.21,99,76
124660,0.14,24,68
114727,0.74,22,28
282968,0.66,40,90
314236,0.24,40,1
314132,0.05,43,32
965020,0.8,7,7
742716,0.97,67,79
319072,0.22,61,76
705223,0.03,11,63
440556,0.99,72,49
266218,0.82,58,54
944091,0.71,50,89
156943,0.45,50,44
488645,0.92,51,55
251168,0.72,99,34
748030,0.14,10,7
686178,0.99,28,88
193329,0.19,45,77
419523,0.74,55,32
182314,0.03,54,21
332172,0.42,17,50
918415,0.56,92,20
181504,0.47,37,83
490642,0.21,83,71
790463,0.38,60,37
129113,0.1,18,32
171864,0.45,48,23
295483,0.13,19,78
291443,0.98,67,48
208723,0.67,87,49
463133,0.84,45,99
525797,0.25,45,48
210602,0.97,59,41
800973,0.7,36,86
612578,0.34,94,68
795149,0.86,22,84
805868,0.77,78,86
896764,0.83,86,32
842204,0.38,61,66
759945,0.3,5,93
238479,0.05,53,89
464891,0.83,21,52
682928,0.04,27,58
399349,0.45,5,32
689687,0.9,73,53
736289,0.28,91,98
770964,0.95,89,83
591898,0.05,51,55
589513,0.29,100,62
373992,0.17,67,25
850282,0.45,16,100
383437,0.35,52,61
628280,0.55,20,12
104360,0.61,39,5
208715,0.95,87,85
597774,0.41,72,16
677828,0.76,1,67
914779,0.93,90,88
423772,0.76,34,55
452302,0.35,12,1
947560,0.77,96,40
338908,0.79,52,16
374157,0.53,19,42
231622,0.88,56,43
135217,0.92,19,38
223332,0.41,4,79
584970,0.21,19,17
616490,0.47,14,83
449281,0.58,97,71
888557,0.48,38,26
570310,0.95,82,72
774659,0.29,25,51
368192,0.02,93,91
330463,0.89,17,38
503203,0.7,25,97
864882,0.56,26,52
506864,0.21,20,52
604538,0.79,62,44
897593,0.03,5,47
479516,0.11,83,61
200980,0.09,20,29
122344,0.3,95,37
464983,0.35,81,54
773859,0.77,37,6
196057,0.99,49,47
508193,0.61,51,18
578980,0.35,47,90
804584,0.44,58,42
174952,0.41,58,55
462343,0.13,56,64
842908,0.45,4,47
391193,0.79,99,54
222341,0.45,78,83
222852,0.59,100,76
641870,0.98,55,38
251195,0.98,20,56
540538,0.81,44,41
179565,0.09,26,81
734948,0.39,81,40
460290,0.61,38,91
860841,0.92,29,80
248700,0.09,35,17
220055,0.05,67,55
696814,0.61,45,8
681582,0.77,95,23
734761,0.77,43,98
595483,0.19,64,66
508943,0.68,22,2
148419,0.75,56,55
446495,0.97,3,62
595740,0.21,82,68
475630,0.08,67,44
179484,0.86,80,34
131587,0.23,57,73
911817,0.5,81,64
783964,0.86,52,50
533613,0.77,58,50
668679,0.24,25,90
728281,0.87,45,92
958548,0.46,58,59
475166,0.82,5,61
420653,0.74,36,59
217058,0.17,44,89
906306,0.13,25,6
968203,0.86,9,56
546792,0.36,74,27
739799,0.42,0,19
868893,0.45,86,34
555524,0.11,13,44
728029,0.99,74,37
184655,0.37,28,61
202870,0.67,72,2
298201,0.08,83,0
470073,0.69,20,73
772543,0.7,84,14
219747,0.58,71,62
284780,0.03,44,12
716063,0.31,82,28
502769,0.6,86,1
812080,0.45,73,29
495504,0.68,39,51
824210,0.63,64,69
523726,1,69,82
601539,0.76,29,28
723692,0.07,57,43
973997,0.63,96,46
261988,0.76,30,88
902109,0.73,8,69
921795,0.83,95,77
470783,0.05,53,88
576683,0.08,90,7
444402,0.76,20,74
391065,0.18,4,16
480367,0.96,1,15
806724,0.33,48,91
700138,0.41,54,22
514798,0.28,85,75
811832,0.38,56,75
735237,0.44,12,91
499869,0.63,46,51
523142,0.79,76,12
546745,0.76,88,32
132855,0.94,6,47
216555,0.2,28,93
285863,0.11,9,24
647017,0.01,96,49
583298,0.44,46,10
734062,0.94,65,99
643479,0.29,78,83
626124,0.4,20,38
325773,0.76,98,74
767850,0.23,39,76
932239,0.79,42,64
663065,0.76,95,48
969449,0.57,84,71
412832,0.83,29,70
714275,0.18,83,77
311009,0.35,3,60
245413,0.45,86,35
636575,0.58,43,97
801241,0.21,30,87
685459,0.78,100,19
506930,0.3,3,20
864488,0.65,52,39
458474,0.54,67,49
506766,0.51,81,32
748587,0.78,13,50
749489,0.94,52,34
659545,0.17,53,30
238099,0.27,31,89
783205,0.84,51,51
235849,0.93,45,28
628729,0.68,43,80
131265,0.49,12,20
554092,0.98,34,90
563161,0.86,70,71
679317,0.83,53,34
964790,0.82,1,41
110778,0.04,91,38
472139,0.54,95,37
949821,0.3,7,53
938563,0.49,73,60
798260,0.4,1,69
528716,0.95,21,61
128200,0.54,70,68
549210,0.6,55,31
506932,0.26,79,45
173678,0.57,2,5
618211,0.15,79,49
520691,0.62,88,12
871130,0.58,94,76
841748,0.41,1,75
260820,0.89,17,26
382087,0.21,29,19
416310,0.2,20,68
845563,0.63,68,7
196053,0.75,10,65
108468,0.12,42,20
623940,0.89,48,83
208091,0.61,85,30
820311,0.33,37,12
888167,0.64,30,76
742409,0.47,70,97
441404,0.54,9,43
705180,0.9,33,59
406179,0.64,37,33
628613,0.53,31,13
694884,0.93,91,36
271769,0.21,98,60
470724,0.54,86,34
380004,0.25,0,75
296972,0.6,35,16
651702,0.96,68,95
839925,0.19,32,35
537970,0.32,2,47
310530,0.69,47,63
990187,0.3,26,96
195798,0.33,41,94
597839,0.6,33,100
421469,0.85,43,51
813474,0.79,57,12
872347,0.62,80,57
184299,0.19,8,23
290999,0.4,69,87
728636,0.55,66,26
119816,0.51,11,51
360695,0.47,49,88
188268,0.73,21,90
181342,0.51,70,10
209277,0.23,57,38
158952,0.3,79,76
578200,0.52,90,76
551305,0.46,64,61
581847,0.76,90,24
259728,0.33,58,24
628221,0.59,71,99
308832,0.14,21,50
173635,0.38,8,26
114607,0.32,92,13
332625,0.49,14,48
403322,0.1,82,5
684269,0.54,89,26
248106,0.78,87,50
803970,0.77,55,56
351538,0.4,69,56
591203,0.06,98,17
918770,0.6,91,35
318742,0.09,33,89
385157,0.66,18,11
680968,0.03,98,93
442359,0.85,7,93
797054,0.78,98,13
237123,0.38,83,58
430433,0.63,44,71
118095,0.56,27,10
709121,0.67,60,20
151082,0.03,33,47
291033,0.34,16,3
876479,0.43,5,27
841797,0.75,14,0
143147,0,11,90
881611,0.93,68,83
194217,0.47,5,100
853109,0.62,86,54
228228,0.15,10,19
591363,0.25,9,57
137778,0.31,16,5
263657,0.49,48,61
929593,0.89,60,22
242919,0.61,60,76
848193,0.27,0,76
574703,0.71,73,17
504576,0.55,36,28
410794,0.89,48,75
987549,0.72,58,93
391805,0.4,66,10
403869,0.79,43,32
643059,0.16,0,13
159220,0.34,89,16
659215,0.01,85,19
145834,0.38,9,50
453505,0.86,39,50
843349,0.59,79,64
229229,0.1,37,42
948641,0.02,75,79
922251,0.67,55,65
280092,0.75,68,29
755931,0.75,95,44
699994,0.86,3,47
741302,0.23,1,16
121182,0.61,53,59
271950,0.71,74,64
254246,0.39,54,70
557018,0.14,90,98
953842,0.51,66,89
950865,0.43,83,30
939426,0.78,52,76
622330,0.79,81,77
608590,0.74,87,67
698328,0.92,31,60
964941,0.7,47,99
267852,0.83,100,88
573298,0.35,91,86
186107,0.07,71,91
911147,0.61,80,14
379845,0.82,68,69
682011,0.94,76,94
819556,0.24,22,62
996605,0.08,99,43
862850,0.66,56,44
434172,0.16,41,58
180219,0.04,75,13
555632,0.17,43,95
226820,0.67,80,22
596336,0.77,90,4
483065,0.71,39,54
880342,0.09,98,3
241639,0.92,94,28
303423,0.6,11,28
101486,0.42,11,35
319855,0.37,35,65
387004,0.67,100,62
608821,0.99,3,7
562101,0.22,56,42
555308,0.03,20,81
465169,0.37,28,58
342790,0.8,83,49
307069,0.19,58,89
526354,0.9,17,43
641968,0.53,80,6
797451,0.21,57,65
645165,0.01,39,59
923666,0.78,59,3
737863,0.25,66,17
414925,0.84,76,28
448060,0.68,34,11
405382,0.89,87,41
194734,0.9,45,91
970201,0.09,68,49
577728,0.17,19,15
786323,0.45,55,76
720204,0.17,30,83
464969,0.77,88,84
231785,0.17,95,85
414256,0.2,7,9
421572,0.4,25,92
860788,0.72,17,96
748743,0.33,35,51
842553,0.75,100,72
158724,0.25,6,10
670687,0.71,46,28
594129,0.12,7,54
375062,0.88,34,17
591695,0.3,17,83
319481,0.74,74,55
916050,0.24,93,15
505779,0.63,89,22
428071,0.9,57,86
747091,0.77,93,13
368391,0.18,81,82
742589,0.48,76,52
343380,0.27,54,43
656464,0.48,42,27
519889,0.77,27,73
844630,0.85,85,67
338815,0.75,79,68
288232,0.24,14,36
333159,0.9,56,63
499769,0.88,52,5
441803,0.69,5,5
156593,0.36,84,62
235991,0.53,32,76
317638,0.56,25,84
169979,0.14,30,63
298570,0.59,35,84
833920,0.93,13,88
491916,0.94,46,86
157584,0.71,85,33
465320,0.67,32,49
581120,0.68,49,16
164007,0.49,70,22
725395,0.8,43,80
529951,0.45,5,25
782210,0.61,46,100
372615,0.5,73,79
114080,0.86,42,36
753195,0.99,94,10
355432,0.5,45,85
529460,0.84,100,7
738198,0.84,74,23
901744,0.61,59,86
190680,0.47,75,47
456703,0.25,66,78
354188,0.93,70,26
826903,0.05,34,49
666094,0.47,30,6
832434,0.94,86,55
568670,0.57,28,65
238062,0.1,52,13
120150,0.88,48,52
281136,0.83,15,74
111235,0.77,21,33
283797,0.68,37,48
191743,0.17,21,89
945642,0.06,22,71
337315,0.38,6,34
717540,0.17,6,66
979817,0.09,30,31
319345,0.74,15,24
910094,0.16,75,98
136527,0.19,84,17
508658,0.57,0,41
623427,0.84,47,82
170650,0.36,80,58
608072,0.65,24,49
811663,0.47,77,65
312136,0.06,5,42
251162,0.65,92,31
620294,0.54,89,37
785700,0.78,60,24
461846,0.49,43,95
142468,0.66,49,91
320063,0.79,87,16
779740,0.92,63,75
707342,0.7,75,91
103438,0.78,20,24
353587,0.06,66,85
499859,0.55,12,55
638517,0.79,5,15
495522,0.75,83,45
628104,0.5,75,56
260812,0.47,61,40
458504,0.8,44,56
499280,0.03,64,98
704275,0.84,0,36
618694,0.84,84,78
260877,0.85,41,37
736018,0.87,42,39
930642,0.63,71,40
479966,0.48,75,69
954902,0.22,68,68
122095,0.58,73,10
660000,0.37,29,19
198303,0.09,18,33
847425,0.57,22,4
659295,0.46,75,46
126600,0.79,57,1
265005,0.93,69,3
619127,0.11,57,38
159199,0.42,30,19
360362,0.82,98,86
233988,0.21,60,68
158964,0.19,77,30
588621,0.51,38,58
561819,0.04,16,45
811321,0.23,35,97
360553,0.34,54,50
832011,0.56,16,81
586483,0.86,57,21
547906,0.13,70,13
765686,0.1,92,90
486577,0.9,54,57
654889,0.42,80,21
379042,0.34,75,39
640069,0.37,34,20
693552,0.71,17,34
798469,0.8,72,61
779467,0.35,81,54
739658,0.32,59,97
771683,0.69,57,54
693360,0.68,67,76
562163,0.26,34,79
996353,0.45,63,63
850326,0.12,92,63
493491,0.12,15,27
116894,0.51,55,38
320025,0.4,68,38
186029,0.61,37,75
820860,0.86,52,94
157146,0.99,74,27
449157,0.47,97,31
646946,0.61,30,43
196255,0.99,85,81
476805,0.76,97,29
256685,0.45,93,20
904341,0.09,85,95
992732,0.88,30,62
909572,0.2,89,30
116929,0.51,88,55
539386,0.52,66,30
746992,0.05,45,77
187760,0.12,67,8
485569,0.33,22,92
317317,0.12,62,99
456622,0.39,71,96
624373,0.96,65,63
325466,0.06,10,94
500940,0.05,86,94
991805,0.78,75,48
206421,0.34,9,38
620129,0.54,43,21
757208,0.78,70,80
535437,0.92,54,2
597021,0.92,100,22
468017,0.28,40,29
651953,0.25,49,44
227906,0.72,87,41
591042,0.58,89,15
156502,0.09,54,7
150503,0.37,27,15
652617,0.16,81,73
180834,0.54,64,9
522265,0.52,65,89
879832,0.01,30,6
594165,0.79,43,40
476300,0.68,87,35
499751,0.6,11,37
566029,0.63,60,32
193148,0.87,1,38
551460,0.13,89,37
192607,0.13,78,76
473809,0.46,74,13
418124,0.67,22,31
721387,0.73,94,45
762408,0.56,0,100
656710,0.39,96,99
477165,0.29,51,53
739365,0.1,81,85
126031,0.1,38,78
601147,0.71,66,48
371406,0.19,59,48
760933,0.33,22,52
955869,0.26,7,81
223776,0.31,67,80
315125,0.24,27,26
582260,0.71,89,63
718234,0.98,77,44
215873,0.27,63,19
797808,0.03,76,95
868427,0.58,17,4
795681,0.32,38,95
585231,0.72,23,1
843430,0.5,75,72
104831,0.28,25,59
451840,0.51,100,67
878122,0.16,66,19
704497,0.77,59,23
241034,0.61,84,63
959302,0.27,15,96
445098,0.79,94,16
647999,0.2,18,48
978366,0.3,84,20
831858,0.19,12,48
982709,0.21,76,69
870574,0.09,32,74
933957,0.94,48,99
831630,0.76,9,51
361914,0.24,20,55
874887,0.46,91,42
354434,0.26,50,32
637661,0.7,66,65
808258,0.47,9,2
913691,0.39,41,35
125639,0.67,16,64
123924,0.02,25,62
193719,0.55,81,28
432147,0.74,79,47
742962,0.41,30,98
850335,0.4,19,91
947053,0.22,70,21
207539,0.65,29,1
249082,0.08,93,4
515008,0.07,49,33
532981,0.62,19,7
166755,0.36,28,6
751850,0.68,30,85
756260,0.51,63,22
318458,0.15,20,19
115835,0.63,36,96
143912,0.96,8,62
420406,0.82,43,92
756372,0.73,52,55
703820,0.97,92,44
696941,0.87,18,90
488320,0.39,22,48
604560,0.72,100,1
753800,0.9,76,22
356395,0.37,33,29
353340,0.25,88,1
192301,0.84,25,72
815477,0.62,0,28
308918,0.34,70,35
145801,0.03,31,19
243685,0.6,73,21
404094,0.4,18,56
205502,0.98,47,4
298708,0.89,88,61
813411,0.39,60,70
683279,0.93,40,61
798185,0.59,4,35
980981,0.91,65,97
147297,0.67,30,34
793388,0.4,76,23
474684,0.86,47,47
284443,0.91,51,59
521835,0.23,83,76
284320,0.09,57,10
578507,0.92,46,39
796641,0.37,41,2
774821,0.75,37,3
677568,0.61,14,66
795403,0.94,69,60
961053,0.74,57,38
143349,0.28,30,87
397912,0.2,20,86
120995,0.7,91,64
645460,0.53,92,98
451796,0.56,35,47
785610,0.31,19,48
365325,0.44,78,15
247028,0.4,44,28
853208,0.34,53,49
894601,0.29,98,35
905170,0.39,58,75
917116,0.55,88,98
952474,0.62,39,20
975302,0.76,34,57
348095,0.97,76,99
378200,0.55,100,99
981884,0.59,56,66
524448,0.31,29,80
236350,0.52,37,85
135730,0.4,27,18
520576,0.97,3,53
789374,0.81,98,65
206483,0.53,28,1
480900,0.7,31,22
413070,0.18,53,34
603895,0.36,35,21
529973,0.22,64,13
558953,0.52,51,78
205542,0.98,79,28
336953,0.73,97,39
229124,0.32,93,17
565102,0.6,82,38
649651,0.31,71,63
104165,0.35,8,90
252079,0.12,95,27
844896,0.73,52,79
723557,0.96,92,25
637579,0.06,72,50
913185,0.02,78,90
534939,0.01,67,56
667914,0.94,13,90
850810,0.3,20,21
537768,0.03,7,80
207131,0.96,21,26
770567,0.08,86,91
380733,0.8,98,7
464468,0.24,16,6
756380,0.89,33,95
578813,0.9,64,75
296786,0.87,14,86
588099,0.24,95,32
183373,0.89,30,60
279497,0.65,14,41
173255,0.73,39,88
121617,0.3,63,3
752110,0.13,32,74
884985,0.66,36,86
883519,0.87,17,56
764181,0.33,85,18
801669,0.57,31,69
605190,0.96,78,55
169643,0.75,69,69
360203,0.22,89,83
791370,0.39,84,62
887771,0.38,15,29
370750,0.27,41,20
901267,0.71,3,69
264506,0.16,99,45
263516,0.06,78,36
779351,0.95,52,21
896550,0.66,98,65
137760,0.88,52,95
484965,0.83,79,6
175439,0.34,63,88
218424,0.02,84,36
373609,0.54,49,15
659532,0.46,38,38
654688,0.83,74,42
491561,0.4,53,1
163762,0.39,42,15
191734,0.47,18,33
517366,0.55,14,15
490230,0.54,34,17
218816,1,22,40
460123,0.91,99,65
794571,0.53,39,74
198841,0.18,10,41
414571,0.71,61,5
481903,0.3,44,79
151333,0.9,86,99
171434,0.63,69,64
127223,0.43,66,78
727405,0.48,64,38
716958,0.07,87,65
554042,0.86,4,52
565396,0.29,60,74
229149,0.5,9,79
842156,0.27,96,52
435020,0.99,58,42
231280,0.6,72,88
675467,0.24,72,45
672674,0.74,92,63
944589,0.65,26,29
165258,0.14,29,32
136832,0.69,7,92
853803,0.34,99,67
853193,0.52,98,40
